ClientID,GPA,FamilyIncome_k,IELTS,ProgramInterest,ScholarshipPreference,CostSensitivity,RecommendedDestination
2653,3.4,53.7,8.0,STEM,Low,High,Australia
2654,3.61,64.7,6.9,Business,Low,Low,Canada
2655,2.94,76.7,6.7,STEM,High,High,Poland
2656,3.54,48.3,8.1,Technical,Medium,High,Australia
2657,2.76,85.4,7.8,Arts,Low,Medium,Other
2658,3.56,12.3,7.2,STEM,Low,Medium,Other
2659,3.27,70.2,7.0,Technical,Medium,Medium,South Korea
2660,3.42,38.2,7.1,Arts,Low,Medium,Other
2661,2.73,82.4,6.1,STEM,Medium,Low,Other
2662,2.84,57.8,6.4,Business,Medium,High,Germany
2663,3.44,41.5,5.6,Business,Medium,Medium,Other
2664,2.82,68.3,6.2,STEM,Low,Medium,Other
2665,3.39,72.9,6.1,Arts,Medium,Medium,Other
2666,2.65,67.8,5.9,STEM,High,Medium,Germany
2667,3.54,34.4,6.6,Business,Low,High,Poland
2668,2.71,45.3,6.2,STEM,Low,High,France
2669,3.42,54.9,7.0,Technical,Low,High,Australia
2670,3.45,54.2,4.9,Arts,Medium,High,Germany
2671,2.92,70.0,6.4,STEM,Low,High,Poland
2672,3.43,14.7,6.6,STEM,High,Medium,Poland
2673,3.3,61.7,6.2,STEM,Medium,High,Germany
2674,2.98,49.2,6.3,Arts,Medium,Medium,Other
2675,2.8,38.2,4.9,STEM,Medium,Low,Other
2676,2.41,40.2,6.9,Arts,Medium,High,Australia
2677,3.34,50.7,7.1,Technical,Low,Medium,Canada
2678,2.57,-17.0,7.0,Business,Medium,Low,Other
2679,3.24,41.0,7.5,STEM,Medium,Medium,Australia
2680,3.09,37.5,6.7,STEM,High,Low,France
2681,3.47,65.7,7.0,Business,High,High,Canada
2682,3.08,38.9,6.7,Business,High,Low,France
2683,3.07,50.7,7.2,Business,Low,Medium,Australia
2684,3.49,85.8,4.9,Business,Low,High,Germany
2685,3.33,74.9,5.6,STEM,Low,Low,Other
2686,3.33,73.0,8.1,Arts,High,Low,Poland
2687,3.39,45.0,4.5,STEM,Medium,High,France
2688,2.59,65.9,6.4,Business,High,Low,Germany
2689,3.5,50.3,7.7,Arts,Low,High,Canada
2690,3.44,51.1,6.4,STEM,Medium,Medium,Other
2691,2.79,63.2,6.1,Arts,High,High,France
2692,3.1,43.1,6.6,Arts,Medium,High,Canada
2693,3.18,84.9,6.1,Business,Medium,Medium,Other
2694,3.15,51.8,6.5,STEM,Medium,High,Canada
2695,3.33,67.4,5.8,STEM,Medium,High,France
2696,3.77,84.1,7.6,STEM,Low,Medium,USA
2697,3.63,75.6,7.9,STEM,Low,High,UK
2698,2.68,26.8,6.4,Technical,Medium,Medium,Singapore
2699,3.45,63.9,5.1,Business,Medium,High,Poland
2700,3.73,72.0,6.0,STEM,Low,Low,USA
2701,3.35,72.8,6.3,Technical,Medium,High,Singapore
2702,3.64,32.7,7.0,Arts,High,High,Poland
2703,4.0,41.9,5.5,STEM,Low,High,France
2704,3.61,74.9,5.7,STEM,High,Medium,UK
2705,3.3,39.8,7.0,STEM,High,High,France
2706,3.62,49.0,7.4,Technical,High,Medium,Canada
2707,3.26,86.5,5.9,Business,High,High,Poland
2708,3.21,54.0,5.2,Arts,High,Low,Poland
2709,3.06,40.5,9.0,STEM,High,High,Canada
2710,3.83,37.4,7.3,Arts,Medium,Low,Other
2711,2.87,61.7,6.2,STEM,Medium,High,France
2712,3.81,28.3,7.4,Technical,High,High,Japan
2713,3.4,50.1,6.4,Technical,Medium,High,Singapore
2714,2.64,61.7,7.4,STEM,Medium,High,Canada
2715,3.35,81.0,6.7,Arts,High,Medium,France
2716,2.36,68.4,6.6,Arts,Medium,Low,Australia
2717,3.45,40.7,6.4,Technical,Medium,High,Japan
2718,3.55,78.6,5.1,STEM,Medium,Medium,UK
2719,2.96,49.0,8.4,Business,Medium,High,Australia
2720,3.25,30.3,5.6,Arts,Medium,High,France
2721,3.98,51.6,5.1,Arts,Medium,High,France
2722,3.0,83.8,6.3,STEM,Low,Low,Other
2723,2.78,58.3,5.5,Arts,Medium,High,Poland
2724,3.79,55.3,6.4,STEM,Medium,Medium,Other
2725,3.99,87.7,7.2,Arts,Medium,High,USA
2726,3.2,26.4,7.5,STEM,Low,High,Germany
2727,3.6,29.3,7.3,STEM,High,Medium,Poland
2728,3.74,22.7,6.2,Business,Medium,High,France
2729,2.9,62.5,6.5,Business,Medium,High,Canada
2730,3.01,58.3,6.9,Business,Medium,High,Australia
2731,3.69,85.9,4.7,Business,Low,High,UK
2732,3.87,59.9,7.1,STEM,Low,Low,Australia
2733,3.43,46.9,5.0,STEM,High,High,France
2734,2.85,55.0,8.5,Arts,Medium,Medium,Australia
2735,3.99,57.4,6.1,STEM,Low,High,Poland
2736,2.99,21.6,6.3,Business,Medium,Low,Other
2737,3.07,109.2,5.7,Business,Medium,Medium,Other
2738,3.34,65.4,5.9,Technical,Low,High,South Korea
2739,3.82,59.2,8.8,Arts,Medium,Low,Canada
2740,3.54,67.3,7.4,STEM,Low,High,Australia
2741,3.37,69.2,5.0,Arts,Medium,Medium,Other
2742,3.39,52.2,8.0,Technical,Medium,Medium,Canada
2743,3.22,42.4,7.7,Business,Medium,High,Canada
2744,3.42,67.0,6.2,Technical,Low,Low,Japan
2745,2.19,62.7,6.8,Business,Medium,Low,Australia
2746,3.08,38.8,6.5,Business,Medium,Low,Other
2747,3.3,83.4,8.5,STEM,Low,Low,Other
2748,2.74,60.9,5.7,Business,Medium,Medium,Other
2749,3.35,69.6,6.6,STEM,Medium,High,Canada
2750,3.12,82.8,6.1,STEM,Medium,Medium,Other
2751,3.9,55.4,5.1,STEM,Medium,High,France
2752,3.83,61.3,8.7,STEM,High,High,Australia
2753,3.01,71.2,5.3,STEM,Medium,Medium,Other
2754,3.14,40.5,6.7,Business,Low,Low,Canada
2755,3.17,56.1,4.8,STEM,Medium,High,Germany
2756,3.02,57.5,6.1,Technical,Low,Low,Japan
2757,3.28,35.9,6.9,STEM,Medium,Medium,Other
2758,2.9,101.4,5.7,Business,Low,High,Germany
2759,2.75,26.9,7.1,STEM,Medium,Low,Other
2760,3.45,29.0,6.2,STEM,High,Low,Germany
2761,3.45,81.3,7.7,STEM,Medium,High,Germany
2762,2.88,69.3,7.9,Business,Medium,High,Australia
2763,3.56,34.5,5.9,Arts,Medium,High,Germany
2764,2.95,67.1,6.6,STEM,Medium,Low,Canada
2765,3.3,84.4,6.7,STEM,Medium,High,Poland
2766,3.53,54.4,7.1,STEM,Medium,High,Australia
2767,3.19,107.0,6.5,Arts,Medium,Medium,Other
2768,3.38,20.5,6.7,Arts,Low,Medium,Other
2769,2.99,68.9,6.3,STEM,Low,High,France
2770,3.12,78.3,6.6,STEM,Medium,Low,Other
2771,3.12,72.8,7.8,Technical,Medium,Low,Singapore
2772,2.9,50.9,7.1,STEM,Medium,Low,Australia
2773,3.13,49.2,7.2,Business,Low,High,Canada
2774,2.58,63.9,7.2,STEM,Low,Low,Canada
2775,3.0,71.3,6.3,Business,Medium,Medium,Other
2776,3.09,67.0,6.8,Technical,High,High,Canada
2777,3.1,75.8,5.4,Technical,High,Medium,Japan
2778,3.1,34.6,7.8,Arts,Medium,High,Poland
2779,3.18,50.4,4.5,Business,Medium,Medium,Other
2780,3.39,36.2,6.4,Business,Medium,Medium,Other
2781,3.55,47.3,7.6,STEM,Medium,Medium,Australia
2782,2.94,75.3,5.1,Technical,Medium,High,Singapore
2783,2.72,57.2,6.9,Arts,Low,Medium,Australia
2784,2.78,107.1,5.8,Business,Medium,High,Poland
2785,3.01,58.9,6.1,STEM,High,Low,Germany
2786,3.06,56.2,7.4,Business,Medium,Medium,Canada
2787,2.89,57.1,6.7,Technical,Medium,High,Canada
2788,2.68,42.2,4.5,Business,Low,High,Poland
2789,3.02,53.8,5.5,STEM,Medium,Medium,Other
2790,3.27,77.6,7.5,STEM,Medium,Medium,Other
2791,3.44,57.3,6.9,STEM,Medium,Medium,Canada
2792,2.98,39.1,8.2,Technical,Medium,High,South Korea
2793,3.03,36.5,8.2,Technical,Low,Medium,Singapore
2794,2.83,46.0,6.2,Technical,High,High,Japan
2795,3.19,56.5,9.0,Arts,Medium,Medium,Canada
2796,2.86,78.9,6.5,Business,High,Low,Poland
2797,3.43,28.2,5.5,Business,Medium,Medium,Other
2798,2.49,48.6,5.9,Business,Medium,High,Germany
2799,3.06,57.9,4.5,Arts,High,Low,Poland
2800,3.32,18.3,8.1,Business,Medium,High,France
2801,3.27,38.3,8.1,Business,Low,Medium,Other
2802,4.28,41.4,5.5,STEM,Medium,Medium,Other
2803,3.34,39.1,6.3,STEM,High,High,Poland
2804,2.8,58.8,6.6,Arts,Medium,High,Australia
2805,3.16,51.8,5.5,Technical,High,High,Japan
2806,2.49,43.9,4.7,Business,Medium,Low,Other
2807,3.17,63.6,6.3,STEM,Medium,Low,Other
2808,2.87,89.5,6.2,Technical,High,Medium,South Korea
2809,3.57,87.8,6.1,Arts,Low,High,UK
2810,2.98,16.5,6.7,Business,High,Low,Poland
2811,3.15,66.5,7.9,Business,Low,Medium,Australia
2812,2.95,51.4,6.2,Business,Low,Medium,Other
2813,3.9,58.1,6.7,Business,Low,Medium,Australia
2814,3.07,47.0,7.2,Arts,Medium,High,Australia
2815,3.93,57.4,7.1,STEM,Low,Medium,Australia
2816,3.53,58.0,5.9,STEM,Low,Medium,Other
2817,3.39,43.4,6.6,STEM,High,Medium,Canada
2818,3.35,37.1,7.0,STEM,Medium,Low,Other
2819,3.36,46.0,5.4,STEM,High,High,Germany
2820,2.43,59.7,7.8,STEM,Medium,Medium,Canada
2821,3.09,67.0,7.9,STEM,Medium,High,Canada
2822,3.54,72.1,5.8,STEM,Medium,Medium,USA
2823,3.18,45.1,6.7,STEM,Low,High,Canada
2824,2.64,60.7,7.1,STEM,High,High,Canada
2825,3.18,74.3,6.0,Business,Low,Low,Other
2826,3.88,78.3,7.0,Business,High,High,UK
2827,3.7,53.8,6.7,STEM,Medium,Medium,Australia
2828,3.18,50.6,5.0,Business,High,Low,Poland
2829,3.58,58.8,7.0,Technical,Medium,Medium,Canada
2830,3.05,32.0,5.4,Technical,Low,High,Japan
2831,2.52,51.1,7.4,STEM,Medium,High,Australia
2832,2.83,69.9,5.8,Arts,Medium,Low,Other
2833,3.83,67.8,6.3,STEM,Low,High,Germany
2834,3.09,49.6,7.9,STEM,High,Medium,Canada
2835,3.1,59.4,7.0,STEM,Low,Medium,Australia
2836,3.08,38.5,5.4,STEM,High,Medium,France
2837,3.96,69.1,5.5,Business,High,Medium,Poland
2838,3.85,53.4,5.9,Business,High,High,Germany
2839,4.09,49.5,6.9,Arts,Low,Medium,Australia
2840,3.14,47.8,6.9,STEM,High,Medium,Canada
2841,3.32,53.7,5.7,STEM,Low,High,Poland
2842,2.59,46.0,5.3,STEM,Low,High,Germany
2843,3.79,68.2,6.8,STEM,Medium,Medium,Canada
2844,2.73,47.1,6.3,Technical,Medium,Medium,South Korea
2845,3.29,86.9,8.7,Arts,Low,Medium,Other
2846,2.76,84.3,6.5,Technical,Medium,Medium,Japan
2847,2.96,37.2,8.3,Business,High,Medium,Poland
2848,2.87,56.4,5.3,Business,Medium,Low,Other
2849,2.96,42.0,4.9,STEM,Low,Medium,Other
2850,2.98,48.5,5.4,Business,Low,High,Germany
2851,2.98,95.0,7.7,Business,Medium,High,France
2852,3.53,48.8,8.3,Arts,High,Medium,Canada
2853,2.76,62.2,5.7,Business,Low,Low,Other
2854,3.29,65.8,6.0,STEM,High,High,Germany
2855,3.69,35.0,5.3,Arts,Low,Medium,Other
2856,2.99,37.9,4.7,Arts,High,High,France
2857,2.91,30.9,7.2,Business,Low,High,France
2858,3.11,37.3,6.7,Business,Low,Medium,Other
2859,3.67,-2.0,6.5,STEM,Medium,High,France
2860,3.28,65.9,5.1,Business,High,Medium,Germany
2861,2.99,96.1,8.1,STEM,Medium,Low,Other
2862,3.39,58.0,6.0,STEM,Medium,Low,Other
2863,2.76,26.7,7.0,Business,Medium,High,Poland
2864,3.47,42.1,5.0,STEM,Medium,Medium,Other
2865,3.36,45.8,6.3,Arts,Medium,Low,Other
2866,3.08,34.6,6.8,Arts,Medium,High,Germany
2867,2.86,72.2,6.8,STEM,Low,Medium,Other
2868,2.85,71.2,6.7,Arts,Medium,Low,Other
2869,3.41,31.9,7.0,Business,Medium,High,Germany
2870,3.69,69.5,5.4,STEM,Medium,Low,Other
2871,2.95,85.5,6.7,Business,Low,Medium,Other
2872,3.38,93.1,6.6,Business,Medium,High,France
2873,2.37,112.3,6.7,Business,Medium,Medium,Other
2874,2.97,37.0,6.6,Technical,High,High,South Korea
2875,3.19,111.5,5.2,Business,Low,High,France
2876,2.84,47.9,5.2,Technical,Low,Medium,Singapore
2877,2.83,43.2,4.5,Business,Medium,Medium,Other
2878,2.93,61.5,7.3,STEM,High,Medium,Australia
2879,3.32,43.4,7.3,Business,Medium,High,Canada
2880,3.13,63.0,7.3,STEM,Low,Low,Canada
2881,2.3,28.6,6.8,Business,Medium,Medium,Other
2882,2.35,50.2,4.5,Business,High,Low,Germany
2883,2.96,80.7,5.5,Business,Medium,Low,Other
2884,3.38,53.9,6.7,STEM,Low,High,Australia
2885,2.1,57.8,6.6,Business,High,High,Australia
2886,3.0,64.5,6.3,STEM,Medium,Low,Other
2887,2.99,78.4,6.9,Business,Medium,Medium,Other
2888,3.76,21.9,6.5,Arts,Medium,High,Poland
2889,3.05,66.7,6.6,Technical,Medium,Medium,Australia
2890,3.35,49.6,5.9,STEM,Medium,High,France
2891,3.26,58.3,7.5,Business,High,High,Canada
2892,2.35,76.2,6.1,Business,Medium,Medium,Other
2893,3.51,31.1,5.2,Technical,Medium,High,Japan
2894,3.29,34.7,5.7,Business,High,Low,Germany
2895,3.4,16.3,6.2,STEM,Medium,Low,Other
2896,4.77,44.0,7.5,Business,Medium,Medium,Canada
2897,2.37,81.6,6.5,Business,Medium,High,Poland
2898,3.89,52.6,6.3,Arts,Medium,High,Germany
2899,3.09,28.2,5.3,Arts,Medium,High,Poland
2900,3.31,45.3,7.3,STEM,Medium,Medium,Canada
2901,3.18,25.2,5.8,Technical,Medium,High,Japan
2902,3.03,32.5,6.4,STEM,Low,Medium,Other
2903,2.97,62.8,8.0,Technical,Medium,Medium,Australia
2904,3.33,31.5,7.0,Arts,Medium,Low,Other
2905,2.59,77.3,4.9,Business,High,Low,France
2906,3.5,53.6,4.7,Arts,High,Medium,Poland
2907,3.03,56.7,6.4,STEM,High,Medium,Poland
2908,2.75,49.4,5.3,STEM,Low,High,Germany
2909,3.02,70.5,7.1,STEM,Medium,High,Poland
2910,3.7,70.7,6.5,STEM,Medium,Low,USA
2911,2.99,61.7,6.7,Business,Low,Medium,Canada
2912,3.34,66.3,5.8,STEM,High,High,Germany
2913,2.91,50.8,8.2,Arts,Medium,Medium,Australia
2914,3.5,65.8,9.0,Business,Medium,Low,Australia
2915,3.47,48.2,6.2,Business,Medium,High,Germany
2916,3.94,55.0,6.9,Business,Medium,High,Canada
2917,3.13,49.5,6.6,STEM,Medium,Low,Canada
2918,3.47,45.9,6.2,STEM,Medium,Medium,Other
2919,3.24,41.2,5.7,STEM,Low,Medium,Other
2920,3.72,64.4,5.4,Arts,Low,High,France
2921,2.91,81.2,5.4,Business,Low,Low,Other
2922,3.5,78.4,6.9,STEM,Low,Low,Other
2923,3.12,29.9,6.0,Arts,Medium,Medium,Other
2924,3.17,80.8,4.5,STEM,Medium,High,Germany
2925,3.24,48.6,6.9,Business,Medium,Medium,Canada
2926,3.3,67.0,6.5,Business,Low,High,Canada
2927,3.15,36.9,7.8,Arts,Medium,High,Poland
2928,3.29,57.8,6.9,Technical,High,High,Australia
2929,3.83,61.3,5.0,Arts,Low,High,France
2930,3.59,25.3,4.5,Business,Low,Low,Other
2931,3.55,67.2,5.8,STEM,Low,High,Poland
2932,3.02,81.9,5.9,Arts,High,Medium,Germany
2933,2.84,51.5,7.4,Business,Medium,High,Australia
2934,3.58,82.2,6.5,STEM,Medium,Medium,USA
2935,3.55,51.2,7.6,Arts,Medium,High,Australia
2936,3.79,72.0,5.2,STEM,High,Medium,USA
2937,2.96,10.6,7.5,STEM,Medium,Medium,Other
2938,3.11,103.4,7.2,Technical,High,Low,South Korea
2939,2.54,84.9,4.5,Business,Medium,Medium,Other
2940,3.04,49.3,7.8,STEM,Low,High,Canada
2941,3.6,15.6,6.6,Arts,Low,High,Poland
2942,3.01,60.8,6.9,Arts,High,Medium,Australia
2943,3.46,26.1,5.6,STEM,Medium,High,France
2944,3.12,63.9,7.8,Business,High,Medium,Australia
2945,3.33,63.2,5.3,Arts,High,Low,France
2946,2.74,36.2,7.3,STEM,Low,Low,Other
2947,3.23,77.4,7.3,Business,Low,Low,Other
2948,2.0,71.1,5.5,STEM,Low,Low,Other
2949,3.13,74.5,8.5,Arts,Medium,Medium,Other
2950,2.55,55.2,6.7,Arts,Low,Medium,Canada
2951,3.68,26.7,7.2,STEM,High,High,France
2952,3.51,74.6,5.0,Arts,Medium,Low,UK
2953,3.39,49.6,8.6,Arts,High,High,Australia
2954,3.81,27.2,5.3,STEM,Low,Medium,Other
2955,2.82,82.0,7.5,Business,Medium,High,Poland
2956,3.9,97.0,5.5,STEM,High,High,USA
2957,3.57,54.2,5.9,Technical,Medium,Medium,Japan
2958,3.11,98.2,7.3,Business,High,High,Germany
2959,3.65,56.8,7.5,Business,High,Medium,Canada
2960,2.76,47.4,5.2,Business,High,Medium,France
2961,2.87,42.4,7.6,Business,High,Medium,Australia
2962,2.96,87.7,7.5,Arts,Medium,High,Germany
2963,2.99,39.4,5.6,Business,Medium,Medium,Other
2964,2.78,69.7,8.1,Technical,Medium,Low,Canada
2965,3.69,43.8,5.0,Business,Medium,High,Germany
2966,3.1,45.8,5.9,STEM,Low,Medium,Other
2967,3.34,75.6,7.0,Technical,Medium,Medium,South Korea
2968,2.97,47.4,5.6,Business,Medium,Low,Other
2969,2.47,46.9,6.8,Business,Medium,Medium,Canada
2970,3.31,77.7,6.7,Technical,Medium,High,South Korea
2971,2.44,86.9,6.3,STEM,Low,Low,Other
2972,3.17,67.9,7.3,Business,Medium,Low,Australia
2973,2.65,41.9,6.3,STEM,High,Medium,Germany
2974,3.99,44.8,6.7,Business,Medium,Medium,Australia
2975,3.56,56.6,7.6,Arts,Medium,Medium,Canada
2976,3.24,61.4,7.3,Technical,Medium,Medium,Australia
2977,3.71,35.2,7.3,Business,Low,Medium,Other
2978,2.86,69.5,5.4,Arts,Low,Low,Other
2979,3.42,56.7,7.0,Technical,High,Low,Canada
2980,3.28,20.7,5.6,Business,Medium,Medium,Other
2981,3.31,36.4,5.2,STEM,Low,Low,Other
2982,3.71,44.9,6.4,Business,Medium,High,Poland
2983,3.49,53.5,5.6,Technical,Medium,High,Japan
2984,3.32,92.8,7.3,Technical,Medium,Medium,Japan
2985,2.54,59.8,7.3,Business,Medium,Medium,Australia
2986,2.82,38.2,4.6,Arts,Low,High,Germany
2987,3.15,59.4,5.7,STEM,Low,Medium,Other
2988,3.24,48.0,5.0,STEM,Low,High,Poland
2989,2.75,61.5,6.0,Technical,Medium,Medium,South Korea
2990,4.16,66.6,7.0,STEM,Low,Low,Canada
2991,3.81,79.2,6.3,STEM,High,Medium,USA
2992,3.44,54.5,5.9,Business,Medium,High,France
2993,3.23,87.8,7.8,Business,High,Low,Germany
2994,3.12,73.2,4.5,Business,Medium,Medium,Other
2995,2.82,40.9,7.7,STEM,High,Low,Canada
2996,3.23,99.2,6.0,Technical,Low,Medium,South Korea
2997,3.3,61.5,6.4,Technical,Medium,Low,Japan
2998,2.7,38.3,6.0,STEM,High,Low,Germany
2999,3.33,88.1,8.0,Business,Low,Medium,Other
3000,3.14,96.6,5.3,Arts,Low,High,Germany
3001,2.44,54.3,6.5,Business,Medium,Medium,Canada
3002,2.86,44.9,7.0,STEM,High,Medium,Australia
3003,3.03,51.6,4.9,Business,Low,Medium,Other
3004,3.96,69.3,5.6,STEM,Low,High,France
3005,3.42,80.6,6.4,STEM,Medium,Medium,Other
3006,2.67,66.4,5.6,Business,Medium,Medium,Other
3007,3.39,57.0,5.7,Business,Medium,Low,Other
3008,2.58,85.0,6.2,Arts,Low,Medium,Other
3009,3.63,48.7,7.1,Arts,Medium,High,Australia
3010,3.01,75.6,6.2,STEM,High,High,Poland
3011,3.16,49.2,7.6,Arts,Low,High,Australia
3012,3.73,63.6,5.5,STEM,High,High,Germany
3013,2.69,52.7,5.2,Business,Low,High,Germany
3014,2.64,53.9,8.4,Arts,Medium,Medium,Australia
3015,2.97,47.5,5.8,Business,Medium,Low,Other
3016,3.62,81.9,5.2,Business,High,High,UK
3017,2.59,40.3,4.8,Business,Low,Medium,Other
3018,2.07,40.2,7.6,Technical,Low,Medium,Australia
3019,3.02,97.4,6.2,Business,Low,Low,Other
3020,3.42,74.6,6.2,Arts,Medium,Low,Other
3021,3.68,7.3,6.3,Technical,High,High,South Korea
3022,3.01,43.7,7.5,Arts,Medium,High,Australia
3023,3.04,18.8,6.3,Business,Medium,High,Germany
3024,3.66,36.0,8.8,STEM,Medium,Medium,Other
3025,2.45,-7.8,6.6,STEM,Low,Medium,Other
3026,3.04,52.3,7.6,Business,Medium,High,Canada
3027,3.28,32.2,7.3,Arts,Low,Low,Other
3028,3.38,56.2,6.5,Business,Low,Medium,Australia
3029,3.0,22.5,5.9,Technical,High,Low,South Korea
3030,3.21,56.7,6.8,STEM,Low,High,Australia
3031,2.2,46.7,7.0,Arts,Medium,High,Canada
3032,2.94,85.0,5.9,Business,Low,High,Germany
3033,3.38,83.2,6.7,Business,Medium,High,Poland
3034,2.81,70.7,7.7,Arts,Medium,Medium,Other
3035,3.22,48.5,8.6,STEM,High,High,Australia
3036,3.38,94.7,7.4,STEM,Low,Medium,Other
3037,3.06,23.9,8.4,Business,Low,High,Germany
3038,3.27,26.9,5.9,Business,High,High,Germany
3039,2.81,53.3,7.2,Arts,Low,Low,Canada
3040,3.12,100.1,7.8,Technical,Medium,Low,Japan
3041,3.44,51.0,5.6,STEM,Low,Medium,Other
3042,3.26,51.3,6.0,Business,High,Low,Poland
3043,2.97,26.2,8.2,Business,Medium,Medium,Other
3044,3.29,73.9,5.5,Technical,Medium,Medium,South Korea
3045,3.49,74.1,5.2,Technical,High,Low,Japan
3046,2.38,70.8,8.0,Arts,Medium,High,Germany
3047,3.66,42.4,7.7,Business,Medium,High,Australia
3048,3.07,40.9,6.9,STEM,Medium,Medium,Australia
3049,3.37,29.1,6.5,STEM,Medium,High,Poland
3050,3.68,56.7,6.1,Business,Low,High,Germany
3051,2.65,33.4,6.8,Arts,Medium,High,Germany
3052,2.92,31.5,8.1,Business,Medium,Medium,Other
3053,3.08,46.5,6.7,Arts,Medium,Medium,Canada
3054,2.89,45.2,8.7,Business,Medium,Medium,Canada
3055,3.89,44.2,5.6,Arts,Low,Low,Other
3056,2.86,64.3,6.5,STEM,Low,Medium,Canada
3057,2.98,56.6,6.1,STEM,High,Medium,France
3058,3.28,49.2,5.4,STEM,Medium,Low,Other
3059,2.72,58.7,6.3,Arts,Low,Low,Other
3060,3.04,35.2,6.9,STEM,Low,Medium,Other
3061,3.33,57.1,7.0,Arts,Medium,Medium,Canada
3062,3.07,58.0,8.7,STEM,High,Medium,Australia
3063,3.16,24.9,7.0,Business,Medium,Medium,Other
3064,2.99,74.9,7.7,Technical,High,High,Singapore
3065,2.59,37.4,6.6,Business,Low,Medium,Other
3066,3.33,56.8,8.2,STEM,High,High,Canada
3067,3.9,78.3,8.9,STEM,High,High,UK
3068,3.21,73.5,7.0,Technical,Medium,Medium,Japan
3069,3.29,55.7,5.5,Business,Medium,Low,Other
3070,3.48,47.8,6.0,Business,Medium,High,Germany
3071,2.69,74.0,6.8,Business,Medium,High,France
3072,3.88,68.5,7.0,STEM,Low,Medium,Canada
3073,3.28,42.6,7.2,STEM,Medium,Medium,Australia
3074,3.85,39.1,7.0,Business,Medium,High,Germany
3075,2.91,13.6,6.5,Arts,Medium,High,Poland
3076,3.93,58.1,5.9,STEM,Medium,Medium,Other
3077,3.51,53.3,6.9,Arts,Medium,Low,Australia
3078,3.42,77.7,8.4,Arts,Medium,High,Germany
3079,3.29,62.2,7.5,Technical,Low,High,Canada
3080,3.1,81.7,7.0,STEM,Medium,Medium,Other
3081,3.68,41.1,7.5,STEM,Low,High,Australia
3082,3.26,77.8,6.1,Arts,Medium,High,Poland
3083,2.41,44.4,6.0,STEM,Medium,Medium,Other
3084,2.75,70.6,5.8,STEM,Medium,Low,Other
3085,3.13,25.8,6.4,Arts,Medium,High,France
3086,3.32,59.7,6.1,STEM,Medium,Medium,Other
3087,3.18,15.3,7.7,Business,Medium,High,Germany
3088,3.69,49.7,6.0,Business,High,Low,France
3089,2.42,63.8,5.7,Arts,Medium,High,Poland
3090,3.26,44.6,8.4,STEM,Medium,Medium,Australia
3091,2.47,34.0,6.0,Arts,Low,Low,Other
3092,3.5,71.9,6.7,Business,Low,Low,Other
3093,3.16,52.9,7.0,Business,Medium,Medium,Canada
3094,3.37,45.2,5.4,STEM,Medium,High,Germany
3095,2.85,55.8,7.7,STEM,High,Medium,Australia
3096,3.71,107.7,7.1,Business,Medium,High,USA
3097,3.62,78.1,8.1,Business,Low,Medium,USA
3098,3.43,78.3,5.8,Technical,High,Medium,Japan
3099,3.15,63.7,6.6,Business,Medium,Low,Australia
3100,3.43,58.3,6.5,Business,Low,Medium,Australia
3101,2.92,7.1,6.8,Business,Low,Medium,Other
3102,3.54,41.4,5.0,Arts,Low,Low,Other
3103,3.86,45.4,6.6,Business,Low,Low,Australia
3104,3.63,17.5,5.1,STEM,Low,Medium,Other
3105,2.91,31.9,6.9,Arts,High,Medium,Poland
3106,3.34,15.4,4.5,Business,Medium,Medium,Other
3107,2.68,54.2,4.6,Business,Medium,High,Poland
3108,3.43,71.4,7.3,Business,Medium,High,Germany
3109,3.38,77.1,6.0,Arts,Low,Medium,Other
3110,2.45,63.3,5.5,STEM,Medium,High,Germany
3111,2.74,35.7,7.8,STEM,High,Medium,France
3112,3.09,16.4,6.8,Arts,Medium,Medium,Other
3113,3.08,19.9,7.4,STEM,Medium,Medium,Other
3114,2.72,29.6,6.3,Arts,Low,High,Germany
3115,3.36,37.2,9.0,STEM,Medium,High,Poland
3116,3.3,51.8,5.9,STEM,Medium,High,France
3117,3.12,34.7,8.2,STEM,Medium,High,France
3118,2.9,61.8,6.4,Business,Medium,Low,Other
3119,3.62,50.4,4.8,Business,Low,High,France
3120,3.86,55.2,7.0,STEM,Medium,High,Canada
3121,3.01,77.8,6.8,STEM,Low,High,Germany
3122,2.96,31.4,5.4,Technical,Low,Medium,South Korea
3123,3.4,63.4,5.6,Business,Low,Medium,Other
3124,3.06,54.7,6.5,Arts,Medium,High,Australia
3125,3.14,48.3,6.8,Technical,Low,Low,Australia
3126,3.5,72.7,4.5,Technical,Medium,Low,Japan
3127,2.44,72.6,7.6,Arts,Low,High,Poland
3128,3.73,36.1,6.0,STEM,Low,Medium,Other
3129,3.23,51.4,5.2,Technical,Low,Medium,Singapore
3130,3.04,60.6,7.4,Arts,Low,High,Australia
3131,3.16,49.5,6.5,Arts,Medium,Low,Australia
3132,3.18,66.7,7.7,STEM,High,High,Canada
3133,2.51,60.6,6.9,Technical,Medium,Medium,Canada
3134,3.8,91.7,6.5,Arts,Low,Medium,USA
3135,3.22,24.4,6.3,Arts,Medium,Medium,Other
3136,3.38,52.6,7.0,STEM,Medium,Low,Australia
3137,3.58,36.8,6.1,STEM,Medium,High,Germany
3138,2.79,67.1,5.6,Technical,Medium,High,Singapore
3139,3.39,22.7,7.1,Business,Low,Medium,Other
3140,3.09,61.9,6.4,STEM,Medium,High,Poland
